Gmt time,Open,High,Low,Close,Volume
01.02.2020 00:00:00.000,1589.325,1589.325,1589.325,1589.325,0
02.02.2020 00:00:00.000,1593.388,1593.488,1587.525,1589.345,1547999.9781
03.02.2020 00:00:00.000,1589.395,1590.015,1569.188,1578.725,51794326.7822
04.02.2020 00:00:00.000,1578.685,1579.545,1548.965,1554.018,50779262.5427
05.02.2020 00:00:00.000,1554.028,1562.368,1547.425,1556.005,48532394.4092
06.02.2020 00:00:00.000,1556.055,1568.178,1552.385,1565.745,43847789.7644
07.02.2020 00:00:00.000,1565.765,1574.008,1559.875,1570.198,86380546.5698
08.02.2020 00:00:00.000,1570.198,1570.198,1570.198,1570.198,0
09.02.2020 00:00:00.000,1571.248,1576.578,1568.898,1574.745,1927960.0382
10.02.2020 00:00:00.000,1574.745,1576.928,1567.905,1571.895,48349826.8127
11.02.2020 00:00:00.000,1571.898,1573.978,1561.925,1567.045,55102348.3276
12.02.2020 00:00:00.000,1566.988,1571.325,1561.728,1569.718,48447063.446
13.02.2020 00:00:00.000,1569.708,1578.248,1569.018,1577.248,61976688.385
14.02.2020 00:00:00.000,1577.145,1584.948,1572.975,1583.648,43951869.9646
15.02.2020 00:00:00.000,1583.648,1583.648,1583.648,1583.648,0
16.02.2020 00:00:00.000,1581.858,1583.068,1580.325,1582.878,886919.9753
17.02.2020 00:00:00.000,1582.968,1585.415,1578.798,1584.205,18346260.0708
18.02.2020 00:00:00.000,1584.165,1605.018,1584.155,1600.805,59534778.595
19.02.2020 00:00:00.000,1600.815,1612.888,1599.455,1610.295,58038619.9951
20.02.2020 00:00:00.000,1610.335,1623.658,1603.785,1622.035,60137496.9482
21.02.2020 00:00:00.000,1622.085,1649.165,1618.895,1643.148,83025337.2192
22.02.2020 00:00:00.000,1643.148,1643.148,1643.148,1643.148,0
23.02.2020 00:00:00.000,1654.598,1680.605,1651.748,1665.465,2604000.0916
24.02.2020 00:00:00.000,1665.475,1689.255,1650.838,1653.825,116475723.2666
25.02.2020 00:00:00.000,1653.805,1658.695,1624.898,1639.778,140659942.627
26.02.2020 00:00:00.000,1639.755,1654.895,1624.785,1643.508,114406234.7412
27.02.2020 00:00:00.000,1643.508,1660.368,1635.145,1645.665,192095458.9844
28.02.2020 00:00:00.000,1645.628,1648.118,1562.848,1585.435,157453140.2588
29.02.2020 00:00:00.000,1585.435,1585.435,1585.435,1585.435,0
01.03.2020 00:00:00.000,1591.378,1592.958,1575.315,1584.795,2837929.9641
02.03.2020 00:00:00.000,1584.805,1610.958,1581.515,1591.895,214103622.4365
03.03.2020 00:00:00.000,1591.895,1652.548,1589.658,1645.748,192358032.2266
04.03.2020 00:00:00.000,1645.798,1649.265,1631.798,1636.535,184562103.2715
05.03.2020 00:00:00.000,1636.508,1674.838,1635.518,1674.498,147807708.7402
06.03.2020 00:00:00.000,1674.518,1692.088,1642.128,1673.548,176631561.2793
07.03.2020 00:00:00.000,1673.548,1673.548,1673.548,1673.548,0
08.03.2020 00:00:00.000,1694.895,1703.318,1678.725,1700.078,6238729.9538
09.03.2020 00:00:00.000,1700.048,1702.968,1657.308,1666.415,137090850.8301
10.03.2020 00:00:00.000,1666.415,1671.365,1641.495,1652.265,127600288.3911
11.03.2020 00:00:00.000,1652.245,1671.158,1632.935,1643.655,108265899.6582
12.03.2020 00:00:00.000,1643.645,1649.965,1560.508,1576.618,121886367.7979
13.03.2020 00:00:00.000,1576.628,1597.825,1504.398,1529.348,134209579.4678
14.03.2020 00:00:00.000,1529.348,1529.348,1529.348,1529.348,0
